id,position,name,first_name,last_name,twitter_username,twitter_followers,age,nationality,height,weight,minutes,goals,assists,saves,rating,team_name,goals_minutes_coeff,saves_minutes_coeff,assists_minutes_coeff,rating_minutes_coeff,titles
456,Attacker,A. Lozano,Anthony Rubén,Lozano Colón,None,,28.0,Honduras,185.0,74.0,1092,3,1,0,6.61905,Cadiz,0.0027472527472527475,0.0,0.0009157509157509158,0.006061401098901098,2.0
402,Midfielder,M. Gonalons,Maxime,Gonalons,None,,32.0,France,187.0,76.0,979,0,1,0,6.61765,Granada CF,0.0,0.0,0.0010214504596527069,0.006759601634320735,2.0
687,Midfielder,Edgar Méndez,Edgar Antonio,Méndez Ortega,None,,31.0,Spain,187.0,80.0,1755,4,1,0,6.616,Alaves,0.002279202279202279,0.0,0.0005698005698005698,0.00376980056980057,4.0
183,Defender,M. Sagnan,Modibo,Sagnan,None,,22.0,Mali,187.0,77.0,511,0,0,0,6.61538,Real Sociedad,0.0,0.0,0.0,0.012945949119373776,1.0
611,Midfielder,Míchel,Miguel Alfonso,Herrero Javaloyas,None,,33.0,Spain,182.0,68.0,617,2,0,0,6.61538,Valladolid,0.0032414910858995136,0.0,0.0,0.010721847649918962,1.0
503,Defender,Unai García,Unai,García Lugea,None,,29.0,Spain,186.0,81.0,919,0,0,0,6.61538,Osasuna,0.0,0.0,0.0,0.007198454842219804,0.0
172,Midfielder,F. Vázquez,Franco Damián,Vázquez,None,,32.0,Argentina,187.0,82.0,71,1,0,0,6.61428,Sevilla,0.014084507042253521,0.0,0.0,0.09315887323943661,3.0
221,Defender,Juan Miranda,Juan,Miranda González,None,,21.0,Spain,185.0,71.0,1136,1,1,0,6.61333,Real Betis,0.0008802816901408451,0.0,0.0008802816901408451,0.005821593309859156,11.0
533,Defender,E. Cabaco,Erick Cathriel,Cabaco Almada,None,,26.0,Uruguay,185.0,84.0,1324,0,0,0,6.61111,Getafe,0.0,0.0,0.0,0.004993285498489426,1.0
289,Defender,Toño,Antonio,García Aranda,None,,32.0,Spain,179.0,69.0,487,0,0,0,6.61111,Levante,0.0,0.0,0.0,0.01357517453798768,1.0
347,Goalkeeper,Unai Simón,Unai,Simón Mendibil,None,,24.0,Spain,190.0,88.0,2610,0,0,53,6.61034,Athletic Club,0.0,0.020306513409961684,0.0,0.0025326973180076627,3.0
546,Midfielder,Timor,David,Timor Copoví,None,,32.0,Spain,185.0,80.0,847,0,0,0,6.60952,Getafe,0.0,0.0,0.0,0.00780344746162928,0.0
135,Attacker,Álvaro Giménez,Álvaro,Giménez Candela,None,,30.0,Spain,183.0,83.0,401,2,1,0,6.60909,Cadiz,0.004987531172069825,0.0,0.0024937655860349127,0.016481521197007482,0.0
529,Defender,D. Suárez,Damián Nicolás,Suárez Suárez,None,,33.0,Uruguay,172.0,61.0,1817,1,0,0,6.60909,Getafe,0.000550357732526142,0.0,0.0,0.0036373637864611998,0.0
630,Attacker,Sergi Guardiola,Sergio,Guardiola Navarro,None,,30.0,Spain,184.0,78.0,1535,1,2,0,6.6087,Valladolid,0.0006514657980456026,0.0,0.0013029315960912053,0.004305342019543973,0.0
625,Defender,Diego González,Diego,González Polanco,None,,26.0,Spain,185.0,83.0,829,0,0,0,6.60769,Elche,0.0,0.0,0.0,0.007970675512665863,2.0
332,Midfielder,Fran Beltrán,Francisco José,Beltrán Peinado,None,,22.0,Spain,170.0,66.0,891,3,0,0,6.60455,Celta Vigo,0.003367003367003367,0.0,0.0,0.0074125140291806954,1.0
312,Midfielder,N. Vukčević,Nikola,Vukčević,None,,30.0,Montenegro,184.0,76.0,815,0,0,0,6.6,Levante,0.0,0.0,0.0,0.008098159509202453,3.0
676,Defender,A. Mahmoud,Abdallahi Mohamed,Mahmoud,None,,21.0,Mauritania,187.0,,66,0,0,0,6.6,Alaves,0.0,0.0,0.0,0.09999999999999999,0.0
258,Attacker,Rodri,Rodrigo,Sánchez Rodriguez,None,,21.0,Spain,,,376,0,0,0,6.6,Real Betis,0.0,0.0,0.0,0.0175531914893617,0.0
308,Midfielder,C. Doukouré,Cheick,Doukouré,None,,29.0,Côte d Ivoire,180.0,82.0,31,0,0,0,6.6,Levante,0.0,0.0,0.0,0.2129032258064516,1.0
331,Defender,Kevin Vázquez,Kevin,Vázquez Comesaña,None,,28.0,Spain,173.0,72.0,99,0,0,0,6.6,Celta Vigo,0.0,0.0,0.0,0.06666666666666667,0.0
689,Midfielder,Iñigo Córdoba,Iñigo,Córdoba Querejeta,None,,24.0,Spain,180.0,76.0,215,0,0,0,6.6,Alaves,0.0,0.0,0.0,0.03069767441860465,1.0
395,Defender,Pepe Sánchez,José,Sánchez Martínez,None,,21.0,Spain,185.0,63.0,164,0,0,0,6.6,Granada CF,0.0,0.0,0.0,0.04024390243902439,0.0
724,Attacker,Quique González,Enrique,González Casín,None,,31.0,Spain,177.0,78.0,81,0,0,0,6.6,Eibar,0.0,0.0,0.0,0.08148148148148147,0.0
508,Midfielder,Javi Martínez,Javier,Martínez Calvo,None,,22.0,Spain,180.0,68.0,187,0,0,0,6.6,Osasuna,0.0,0.0,0.0,0.03529411764705882,0.0
9,Goalkeeper,Alberto Cifuentes Martínez,Alberto,Cifuentes Martínez,None,,41.0,Spain,189.0,80.0,180,0,0,2,6.6,Cadiz,0.0,0.011111111111111112,0.0,0.03666666666666667,1.0
606,Midfielder,F. Orellana,Fabián Ariel,Orellana Valenzuela,None,,35.0,Chile,170.0,64.0,1770,4,2,0,6.596,Valladolid,0.0022598870056497176,0.0,0.0011299435028248588,0.003726553672316384,1.0
550,Attacker,Ángel,Ángel Luis,Rodríguez Díaz,None,,34.0,Spain,172.0,68.0,1104,5,0,0,6.59583,Getafe,0.004528985507246377,0.0,0.0,0.005974483695652174,1.0
357,Midfielder,Miguel Baeza,Miguel,Baeza Pérez,None,,21.0,Spain,177.0,67.0,482,1,0,0,6.59375,Celta Vigo,0.002074688796680498,0.0,0.0,0.013679979253112033,1.0
536,Attacker,Enric Gallego,Enric,Gallego Puigsech,None,,35.0,Spain,190.0,79.0,674,0,1,0,6.59375,Osasuna,0.0,0.0,0.001483679525222552,0.009783011869436201,0.0
375,Midfielder,Oihan Sancet,Oihan,Sancet Tirapu,None,,21.0,Spain,188.0,73.0,392,1,1,0,6.59333,Athletic Club,0.002551020408163265,0.0,0.002551020408163265,0.016819719387755103,1.0
224,Defender,Marc Bartra,Marc,Bartra Aregall,None,,30.0,Spain,184.0,70.0,1155,0,0,0,6.59231,Real Betis,0.0,0.0,0.0,0.005707627705627706,21.0
211,Attacker,Barrenetxea,Ander,Barrenetxea Muguruza,None,,20.0,Spain,178.0,75.0,956,3,0,0,6.59167,Real Sociedad,0.0031380753138075313,0.0,0.0,0.00689505230125523,2.0
282,Attacker,C. Bacca,Carlos Arturo,Bacca Ahumada,None,,35.0,Colombia,181.0,77.0,560,2,0,0,6.58889,Villarreal,0.0035714285714285713,0.0,0.0,0.011765875,5.0
688,Attacker,Luis Rioja,Luis Jesús,Rioja González,None,,28.0,Spain,175.0,68.0,1648,2,1,0,6.58846,Alaves,0.0012135922330097086,0.0,0.0006067961165048543,0.003997851941747573,0.0
563,Midfielder,I. Doumbia,Idrissa,Doumbia,None,,23.0,Côte d Ivoire,187.0,82.0,563,0,0,0,6.58571,Huesca,0.0,0.0,0.0,0.01169753108348135,3.0
152,Attacker,M. Braithwaite,Martin,Braithwaite Christensen,None,,30.0,Denmark,177.0,73.0,1080,2,2,0,6.584,Barcelona,0.001851851851851852,0.0,0.001851851851851852,0.006096296296296296,3.0
545,Midfielder,T. Kubo,Takefusa,Kubo,None,,20.0,Japan,173.0,67.0,519,0,1,0,6.58333,Getafe,0.0,0.0,0.0019267822736030828,0.012684643545279383,0.0
433,Defender,Alcalá,Pedro,Alcalá Guirado,None,,32.0,Spain,196.0,93.0,719,0,0,0,6.58,Cadiz,0.0,0.0,0.0,0.009151599443671766,1.0
543,Attacker,Mata,Jaime,Mata Arnaiz,None,,33.0,Spain,185.0,79.0,1515,5,0,0,6.57917,Getafe,0.0033003300330033004,0.0,0.0,0.004342686468646865,0.0
513,Midfielder,D. Brašanac,Darko,Brašanac,None,,29.0,Serbia,178.0,73.0,416,1,0,0,6.57778,Osasuna,0.002403846153846154,0.0,0.0,0.015811971153846152,0.0
662,Attacker,E. Rigoni,Emiliano Ariel,Rigoni,None,,28.0,Argentina,181.0,74.0,1032,1,1,0,6.57778,Elche,0.0009689922480620155,0.0,0.0009689922480620155,0.006373817829457364,4.0
681,Midfielder,R. Battaglia,Rodrigo Andrés,Battaglia,None,,30.0,Argentina,186.0,74.0,1853,0,0,0,6.575,Alaves,0.0,0.0,0.0,0.0035483000539665408,3.0
25,Attacker,L. Jović,Luka,Jović,None,,24.0,Serbia,182.0,85.0,149,0,0,0,6.575,Real Madrid,0.0,0.0,0.0,0.044127516778523494,9.0
447,Midfielder,Jairo Izquierdo,Jairo,Izquierdo González,None,,28.0,Spain,165.0,64.0,1009,1,0,0,6.57143,Cadiz,0.0009910802775024777,0.0,0.0,0.006512814667988107,0.0
378,Midfielder,Unai Vencedor,Unai,Vencedor Paris,None,,21.0,Spain,176.0,71.0,1238,0,0,0,6.57143,Athletic Club,0.0,0.0,0.0,0.005308101777059774,1.0
701,Midfielder,T. Inui,Takashi,Inui,None,,33.0,Japan,169.0,59.0,1625,1,0,0,6.57083,Eibar,0.0006153846153846154,0.0,0.0,0.0040435876923076925,0.0
88,Attacker,M. Díaz,Mariano,Díaz Mejía,None,,28.0,Dominican Republic,180.0,76.0,372,1,0,0,6.57,Real Madrid,0.002688172043010753,0.0,0.0,0.017661290322580646,8.0
656,Defender,J. Mojica,Johan Andrés,Mojica Palacio,None,,29.0,Colombia,185.0,66.0,889,0,0,0,6.56667,Elche,0.0,0.0,0.0,0.00738658042744657,1.0
53,Defender,Tomás Tavares,Tomás Franco,Tavares,None,,20.0,Portugal,184.0,69.0,62,0,0,0,6.56667,Alaves,0.0,0.0,0.0,0.10591403225806452,2.0
526,Goalkeeper,Rubén Yáñez,Orlando Rubén,Yáñez Alabart,None,,28.0,Spain,190.0,85.0,810,0,0,17,6.56667,Getafe,0.0,0.020987654320987655,0.0,0.008107,0.0
535,Defender,Etxeita,Xabier,Etxeita Gorritxategi,None,,34.0,Spain,186.0,78.0,881,0,0,0,6.56364,Getafe,0.0,0.0,0.0,0.007450215664018161,2.0
703,Midfielder,Alejandro Pozo,Alejandro,Pozo Pozo,None,,22.0,Spain,174.0,70.0,1849,0,0,0,6.5625,Eibar,0.0,0.0,0.0,0.003549215792320173,1.0
692,Midfielder,Pina,Tomás,Pina Isla,None,,34.0,Spain,184.0,78.0,1832,1,0,0,6.5625,Alaves,0.0005458515283842794,0.0,0.0,0.003582150655021834,1.0
383,Defender,Vallejo,Jesús,Vallejo Lázaro,None,,24.0,Spain,184.0,79.0,1131,0,0,0,6.5625,Granada CF,0.0,0.0,0.0,0.005802387267904509,7.0
315,Attacker,Dani Gómez,Daniel,Gómez Alcón,None,,23.0,Spain,178.0,69.0,1199,2,1,0,6.55769,Levante,0.0016680567139282735,0.0,0.0008340283569641367,0.00546929941618015,2.0
449,Midfielder,Salvi,Salvador,Sánchez Ponce,None,,30.0,Spain,175.0,64.0,1699,2,0,0,6.55417,Cadiz,0.0011771630370806356,0.0,0.0,0.003857663331371395,0.0
532,Defender,A. Nyom,Allan Romeo,Nyom,None,,33.0,Cameroon,188.0,78.0,1876,0,2,0,6.55417,Getafe,0.0,0.0,0.0010660980810234541,0.0034936940298507463,0.0
506,Defender,Oier,Oier,Sanjurjo Mate,None,,35.0,Spain,178.0,72.0,1778,0,2,0,6.552,Osasuna,0.0,0.0,0.0011248593925759281,0.00368503937007874,0.0
602,Defender,S. Janko,Saidy,Janko,None,,26.0,Switzerland,181.0,83.0,695,0,0,0,6.55,Valladolid,0.0,0.0,0.0,0.009424460431654676,3.0
652,Midfielder,P. Piatti,Pablo Daniel,Piatti,None,,32.0,Argentina,163.0,63.0,26,0,0,0,6.55,Elche,0.0,0.0,0.0,0.2519230769230769,3.0
63,Defender,Odriozola,Álvaro,Odriozola Arzallus,None,,26.0,Spain,176.0,66.0,227,0,0,0,6.55,Real Madrid,0.0,0.0,0.0,0.028854625550660793,5.0
148,Goalkeeper,T. Vaclík,Tomáš,Vaclík,None,,32.0,Czech Republic,188.0,85.0,360,0,0,7,6.55,Sevilla,0.0,0.019444444444444445,0.0,0.018194444444444444,7.0
434,Defender,Carlos Akapo,Carlos,Akapo Martínez,None,,28.0,Equatorial Guinea,179.0,70.0,441,0,0,0,6.54286,Cadiz,0.0,0.0,0.0,0.01483641723356009,0.0
350,Defender,Lekue,Íñigo,Lekue Martínez,None,,28.0,Spain,180.0,70.0,305,0,0,0,6.54167,Athletic Club,0.0,0.0,0.0,0.021448098360655737,2.0
673,Defender,Laguardia,Víctor,Laguardia Cisneros,None,,32.0,Spain,185.0,80.0,2004,0,0,0,6.54,Alaves,0.0,0.0,0.0,0.0032634730538922156,1.0
583,Attacker,S. Okazaki,Shinji,Okazaki,None,,35.0,Japan,174.0,70.0,1041,1,1,0,6.54,Huesca,0.0009606147934678194,0.0,0.0009606147934678194,0.006282420749279539,5.0
604,Midfielder,Fede,Federico,San Emeterio Díaz,None,,24.0,Spain,174.0,68.0,1191,0,0,0,6.535,Valladolid,0.0,0.0,0.0,0.005486985726280437,0.0
498,Midfielder,Y. Musah,Yunus Dimoara,Musah,None,,19.0,USA,178.0,,1294,1,0,0,6.53333,Valencia,0.0007727975270479134,0.0,0.0,0.005048941267387945,0.0
360,Attacker,Miguel Rodríguez,Miguel,Rodríguez Vidal,None,,18.0,Spain,,,26,0,0,0,6.53333,Celta Vigo,0.0,0.0,0.0,0.2512819230769231,0.0
27,Attacker,O. Idrissi,Oussama,Idrissi,None,,25.0,Morocco,175.0,78.0,24,0,0,0,6.53333,Sevilla,0.0,0.0,0.0,0.27222208333333336,0.0
522,Attacker,Adrián,Adrián,López Álvarez,None,,33.0,Spain,183.0,73.0,401,1,1,0,6.52857,Osasuna,0.0024937655860349127,0.0,0.0024937655860349127,0.01628072319201995,0.0
254,Attacker,Juanmi,Juan Miguel,Jiménez López,None,,28.0,Spain,172.0,69.0,497,2,0,0,6.525,Real Betis,0.004024144869215292,0.0,0.0,0.01312877263581489,2.0
407,Midfielder,Antonio Puertas,José Antonio,Rodríguez Díaz,None,,29.0,Spain,183.0,77.0,1558,1,3,0,6.51923,Granada CF,0.0006418485237483953,0.0,0.0019255455712451862,0.004184358151476252,0.0
588,Attacker,Dani Escriche,Daniel,Escriche Romero,None,,23.0,Spain,178.0,75.0,624,1,1,0,6.51875,Huesca,0.0016025641025641025,0.0,0.0016025641025641025,0.010446714743589743,0.0
670,Defender,Martín Aguirregabiria,Martín,Aguirregabiria Padilla,None,,25.0,Spain,178.0,69.0,965,0,1,0,6.51765,Alaves,0.0,0.0,0.0010362694300518134,0.006754041450777202,1.0
212,Attacker,Jon Bautista,Jon,Bautista Orgilles,None,,26.0,Spain,180.0,72.0,223,0,0,0,6.51538,Real Sociedad,0.0,0.0,0.0,0.029216950672645743,1.0
469,Defender,Toni Lato,Antonio,Latorre Grueso,None,,24.0,Spain,171.0,64.0,487,1,0,0,6.5125,Valencia,0.002053388090349076,0.0,0.0,0.013372689938398357,1.0
450,Midfielder,Alejo,Iván,Alejo Peralta,None,,26.0,Spain,184.0,73.0,415,1,1,0,6.50667,Cadiz,0.0024096385542168677,0.0,0.0024096385542168677,0.015678722891566264,0.0
497,Midfielder,K. Koindredi,Koba Lein,Koindredi,None,,20.0,France,,,13,0,0,0,6.5,Valencia,0.0,0.0,0.0,0.5,0.0
247,Attacker,Loren Morón,Lorenzo Jesús,Morón García,None,,28.0,Spain,188.0,66.0,909,1,0,0,6.5,Real Betis,0.0011001100110011,0.0,0.0,0.007150715071507151,1.0
112,Attacker,M. Dembélé,Moussa,Dembélé,None,,25.0,France,183.0,73.0,42,0,0,0,6.5,Atletico Madrid,0.0,0.0,0.0,0.15476190476190477,7.0
541,Midfielder,Carles Aleñá,Carles,Aleña Castillo,None,,23.0,Spain,180.0,73.0,878,1,0,0,6.5,Getafe,0.0011389521640091116,0.0,0.0,0.007403189066059226,14.0
484,Attacker,K. Gameiro,Kevin,Gameiro,None,,34.0,France,172.0,70.0,772,3,1,0,6.5,Valencia,0.0038860103626943004,0.0,0.0012953367875647669,0.008419689119170985,9.0
707,Defender,Kévin Rodrigues,Kévin Manuel,Rodrigues,None,,27.0,Portugal,170.0,70.0,931,1,1,0,6.5,Eibar,0.0010741138560687433,0.0,0.0010741138560687433,0.006981740064446832,0.0
298,Attacker,Fer Niño,Fernando,Niño Rodríguez,None,,21.0,Spain,,,500,3,0,0,6.5,Villarreal,0.006,0.0,0.0,0.013,0.0
694,Goalkeeper,Yoel,Yoel,Rodríguez Oterino,None,,33.0,Spain,186.0,78.0,119,0,0,1,6.5,Eibar,0.0,0.008403361344537815,0.0,0.0546218487394958,1.0
691,Midfielder,Manu García,Manuel Alejandro,García Sánchez,None,,35.0,Spain,182.0,74.0,914,0,0,0,6.495,Alaves,0.0,0.0,0.0,0.007106126914660831,2.0
304,Goalkeeper,Rubén Blanco,Rubén,Blanco Veiga,None,,26.0,Spain,188.0,70.0,1639,0,0,34,6.49474,Celta Vigo,0.0,0.020744356314826115,0.0,0.003962623550945699,0.0
686,Midfielder,Jota Peleteiro,José Ignacio,Peleteiro Ramallo,None,,30.0,Spain,180.0,70.0,950,0,1,0,6.49286,Alaves,0.0,0.0,0.0010526315789473684,0.006834589473684211,1.0
643,Midfielder,O. Mfulu,Omenuke,Mfulu,None,,27.0,Congo DR,182.0,76.0,485,0,0,0,6.49167,Elche,0.0,0.0,0.0,0.013384886597938144,1.0
655,Midfielder,Víctor Rodríguez,Víctor,Rodríguez Romero,None,,32.0,Spain,170.0,70.0,340,0,0,0,6.49167,Elche,0.0,0.0,0.0,0.01909314705882353,1.0
446,Midfielder,Jon Garrido,Jon Ander,Garrido Moracia,None,,32.0,Spain,185.0,80.0,584,0,0,0,6.4875,Cadiz,0.0,0.0,0.0,0.011108732876712329,0.0
678,Defender,Javi López,Javier,López Carballo,None,,19.0,Spain,,,242,0,0,0,6.4875,Alaves,0.0,0.0,0.0,0.02680785123966942,0.0
412,Midfielder,Alberto Soro,Alberto,Soro Álvarez,None,,22.0,Spain,173.0,64.0,245,1,2,0,6.48333,Granada CF,0.004081632653061225,0.0,0.00816326530612245,0.026462571428571426,0.0
408,Midfielder,Fede Vico,Federico,Vico Villegas,None,,27.0,Spain,176.0,70.0,440,0,0,0,6.47692,Granada CF,0.0,0.0,0.0,0.014720272727272726,2.0
719,Midfielder,Miguel Atienza,Miguel Ángel,Atienza Villa,None,,22.0,Spain,186.0,,125,0,0,0,6.46667,Eibar,0.0,0.0,0.0,0.05173336,0.0
382,Attacker,Joaquín Muñoz,Joaquín,Muñoz Benavides,None,,22.0,Spain,173.0,60.0,38,0,0,0,6.45,Huesca,0.0,0.0,0.0,0.16973684210526316,4.0
571,Defender,Javi Moyano,Javier,Moyano Lujano,None,,35.0,Spain,180.0,71.0,104,0,0,0,6.45,Valladolid,0.0,0.0,0.0,0.06201923076923077,0.0
454,Attacker,F. Malbašić,Filip,Malbašić,None,,29.0,Serbia,182.0,79.0,478,0,1,0,6.44737,Cadiz,0.0,0.0,0.0020920502092050207,0.013488221757322177,0.0
391,Defender,D. Foulquier,Dimitri,Foulquier,None,,28.0,Guadeloupe,183.0,72.0,1862,0,3,0,6.44348,Granada CF,0.0,0.0,0.001611170784103115,0.003460515574650913,1.0
102,Midfielder,Vitolo,Víctor,Machín Pérez,None,,32.0,Spain,185.0,80.0,235,0,0,0,6.44286,Atletico Madrid,0.0,0.0,0.0,0.027416425531914892,6.0
496,Midfielder,Jason,David,Remeseiro Salgueiro,None,,27.0,Spain,178.0,65.0,417,0,0,0,6.44,Valencia,0.0,0.0,0.0,0.015443645083932854,1.0
646,Attacker,Nino,Juan Francisco,Martínez Modesto,None,,41.0,Spain,169.0,68.0,210,0,0,0,6.44,Elche,0.0,0.0,0.0,0.03066666666666667,0.0
695,Midfielder,Pere Pons,Pere,Pons Riera,None,,28.0,Spain,177.0,70.0,719,0,0,0,6.43846,Alaves,0.0,0.0,0.0,0.008954742698191933,1.0
644,Defender,Cifuentes,Miguel Ángel,Garrido Cifuentes,None,,31.0,Spain,174.0,66.0,433,0,0,0,6.43333,Elche,0.0,0.0,0.0,0.01485757505773672,1.0
204,Attacker,Carlos Fernández,Carlos,Fernández Luna,None,,25.0,Spain,185.0,72.0,147,0,1,0,6.42857,Real Sociedad,0.0,0.0,0.006802721088435374,0.04373176870748299,7.0
572,Defender,Luisinho,Luis Carlos,Correia Pinto,None,,36.0,Portugal,171.0,66.0,178,0,0,0,6.42,Huesca,0.0,0.0,0.0,0.03606741573033708,1.0
608,Defender,Nacho Martínez,José Ignacio,Martínez García,None,,32.0,Spain,174.0,63.0,1628,0,1,0,6.42,Valladolid,0.0,0.0,0.0006142506142506142,0.003943488943488943,0.0
301,Attacker,Sergio León,Sergio,León Limones,None,,32.0,Spain,178.0,73.0,645,1,0,0,6.41818,Levante,0.0015503875968992248,0.0,0.0,0.009950666666666667,0.0
661,Defender,Alberto Rodríguez,Alberto,Rodríguez Baró,None,,24.0,Spain,184.0,72.0,577,0,0,0,6.4,Alaves,0.0,0.0,0.0,0.011091854419410746,1.0
654,Midfielder,Luismi Sánchez,Luis Miguel,Sánchez Benítez,None,,29.0,Spain,180.0,73.0,143,0,0,0,6.4,Elche,0.0,0.0,0.0,0.044755244755244755,4.0
42,Defender,Éder Militão,Éder,Gabriel Militão,None,,23.0,Brazil,186.0,79.0,323,0,0,0,6.4,Real Madrid,0.0,0.0,0.0,0.019814241486068113,4.0
693,Attacker,J. Guidetti,John,Guidetti,None,,29.0,Sweden,185.0,79.0,71,0,0,0,6.4,Alaves,0.0,0.0,0.0,0.09014084507042254,5.0
410,Midfielder,Y. Eteki,Yan Brice,Eteki,None,,24.0,Cameroon,180.0,70.0,949,0,0,0,6.38889,Granada CF,0.0,0.0,0.0,0.0067322339304531085,0.0
696,Attacker,F. Pellistri,Facundo,Pellistri Rebollo,None,,20.0,Uruguay,174.0,65.0,387,0,0,0,6.38333,Alaves,0.0,0.0,0.0,0.016494392764857882,1.0
495,Attacker,Álex Blanco,Alejandro,Blanco Sánchez,None,,23.0,Spain,175.0,70.0,557,1,0,0,6.38182,Valencia,0.0017953321364452424,0.0,0.0,0.011457486535008977,0.0
368,Midfielder,Ibai Gómez,Ibai,Gómez Pérez,None,,32.0,Spain,177.0,72.0,100,0,0,0,6.375,Athletic Club,0.0,0.0,0.0,0.06375,2.0
442,Midfielder,A. Fernández,Augusto Matías,Fernández,None,,35.0,Argentina,177.0,73.0,234,0,0,0,6.36667,Cadiz,0.0,0.0,0.0,0.027207991452991454,3.0
155,Attacker,Cardona,Marc,Cardona Rovira,None,,26.0,Spain,183.0,70.0,50,0,0,0,6.36667,Osasuna,0.0,0.0,0.0,0.1273334,1.0
698,Midfielder,Borja Sainz,Borja,Sainz Eguskiza,None,,20.0,Spain,178.0,75.0,405,1,0,0,6.35882,Alaves,0.0024691358024691358,0.0,0.0,0.01570079012345679,0.0
589,Midfielder,Y. Bodiger,Yann Yves Laurent,Bodiger,None,,26.0,France,188.0,80.0,245,0,0,0,6.35556,Cadiz,0.0,0.0,0.0,0.025941061224489796,1.0
485,Attacker,P. Cutrone,Patrick,Cutrone,None,,23.0,Italy,183.0,75.0,56,0,0,0,6.35,Valencia,0.0,0.0,0.0,0.11339285714285714,1.0
36,Attacker,B. Adekanye,Bobby,Adekanye,None,,22.0,Netherlands,170.0,67.0,33,0,0,0,6.35,Cadiz,0.0,0.0,0.0,0.19242424242424241,1.0
359,Midfielder,Gabri Veiga,Gabriel,Veiga Novas,None,,19.0,Spain,,,110,0,0,0,6.34,Celta Vigo,0.0,0.0,0.0,0.05763636363636364,0.0
632,Attacker,Waldo Rubio,Waldo,Rubio Martín,None,,26.0,Spain,181.0,80.0,364,1,0,0,6.325,Valladolid,0.0027472527472527475,0.0,0.0,0.017376373626373627,0.0
549,Midfielder,Portillo,Francisco,Portillo Soler,None,,31.0,Spain,169.0,60.0,388,0,1,0,6.32308,Getafe,0.0,0.0,0.002577319587628866,0.01629659793814433,1.0
50,Midfielder,J. Sánchez,Juan Manuel,Sánchez Miño,None,,31.0,Argentina,177.0,78.0,495,0,0,0,6.32222,Elche,0.0,0.0,0.0,0.012772161616161615,4.0
24,Attacker,A. Diaby,Abdoulay,Diaby,None,,30.0,Mali,173.0,70.0,17,0,0,0,6.3,Getafe,0.0,0.0,0.0,0.37058823529411766,5.0
98,Defender,Ricard Sánchez,Ricard,Sánchez Sendra,None,,21.0,Spain,175.0,,29,0,0,0,6.3,Atletico Madrid,0.0,0.0,0.0,0.21724137931034482,1.0
723,Midfielder,K. Nwakali,Kelechi,Nwakali,None,,23.0,Nigeria,181.0,76.0,138,0,0,0,6.3,Huesca,0.0,0.0,0.0,0.04565217391304348,2.0
193,Defender,Aritz Aranbarri,Aritz,Aranbarri Murua,None,,23.0,Spain,186.0,76.0,25,0,0,0,6.3,Real Sociedad,0.0,0.0,0.0,0.252,1.0
667,Defender,Raúl Navas,Raúl,Rodríguez Navas,None,,33.0,Spain,186.0,84.0,169,0,0,0,6.3,Osasuna,0.0,0.0,0.0,0.03727810650887574,1.0
32,Attacker,Borja Mayoral,Borja,Mayoral Moya,None,,24.0,Spain,182.0,74.0,21,0,0,0,6.3,Real Madrid,0.0,0.0,0.0,0.3,7.0
358,Attacker,L. De León,Lautaro,De León Billar,None,,20.0,Uruguay,,,13,0,0,0,6.3,Celta Vigo,0.0,0.0,0.0,0.4846153846153846,0.0
418,Midfielder,Ismael Ruiz,Ismael,Ruiz Sánchez,None,,20.0,Spain,180.0,67.0,67,0,0,0,6.3,Granada CF,0.0,0.0,0.0,0.09402985074626866,0.0
440,Defender,Marc Baró,Marc,Baró Ortiz,None,,22.0,Spain,180.0,,90,0,0,0,6.3,Cadiz,0.0,0.0,0.0,0.06999999999999999,0.0
444,Defender,Sergio González,Sergio,González Martínez,None,,24.0,Spain,184.0,,90,0,0,0,6.3,Cadiz,0.0,0.0,0.0,0.06999999999999999,0.0
438,Attacker,Dani Plomer,Daniel,Plomer Gordillo,None,,23.0,Spain,179.0,72.0,44,0,0,0,6.3,Granada CF,0.0,0.0,0.0,0.1431818181818182,0.0
479,Defender,Guillem Molina,Guillem,Molina Gutiérrez,None,,21.0,Spain,183.0,71.0,73,0,0,0,6.3,Valencia,0.0,0.0,0.0,0.08630136986301369,0.0
462,Defender,Ferro,Francisco,Reis Ferreira,None,,24.0,Portugal,191.0,83.0,90,0,0,0,6.3,Valencia,0.0,0.0,0.0,0.06999999999999999,3.0
424,Goalkeeper,David Gil,David,Gil Mohedano,None,,27.0,Spain,186.0,81.0,90,0,0,2,6.3,Cadiz,0.0,0.022222222222222223,0.0,0.06999999999999999,1.0
217,Midfielder,Robert Navarro,Robert,Navarro Muñoz,None,,19.0,Spain,178.0,,34,0,0,0,6.3,Real Sociedad,0.0,0.0,0.0,0.18529411764705883,1.0
584,Midfielder,Juan Carlos,Juan Carlos,Real Ruiz,None,,30.0,Spain,183.0,73.0,282,0,1,0,6.28571,Huesca,0.0,0.0,0.0035460992907801418,0.022289751773049645,3.0
392,Defender,Adrián Marín,Adrián,Marín Gómez,None,,24.0,Spain,181.0,73.0,168,0,0,0,6.26667,Granada CF,0.0,0.0,0.0,0.03730160714285714,0.0
660,Midfielder,John Donald,John Nwankwo,Donald Okeh,None,,21.0,Spain,,,50,0,0,0,6.25,Elche,0.0,0.0,0.0,0.125,0.0
