id,league,region,season,name
878,La Liga,Spain,2019/2020,Miguel Gutiérrez
879,Super Cup,Spain,2019/2020,Miguel Gutiérrez
880,UEFA Youth League,Europe,2019/2020,Miguel Gutiérrez
881,UEFA U19 Championship,Europe,2019 Armenia,Miguel Gutiérrez
883,UEFA Youth League,Europe,2019/2020,Víctor Chust
884,UEFA U19 Championship,Europe,2019 Armenia,Víctor Chust
887,UEFA U17 Championship,Europe,2017 Croatia,Víctor Chust
888,Copa del Rey Juvenil,Spain,2017,Víctor Chust
889,División de Honor Juvenil,Spain,2016/2017,Víctor Chust
890,La Liga,Spain,2019/2020,Luis López
891,UEFA Youth League,Europe,2019/2020,Luis López
892,UEFA Youth League,Europe,2019/2020,Sergio Santos
894,Trofeo Joan Gamper,World,2020,Iñaki Peña
897,Trofeo Joan Gamper,World,2019,Iñaki Peña
898,La Liga,Spain,2018/2019,Iñaki Peña
900,UEFA Youth League,Europe,2017/2018,Iñaki Peña
903,Trofeo Joan Gamper,World,2020,M. ter Stegen
905,Trofeo Joan Gamper,World,2019,M. ter Stegen
907,La Liga,Spain,2018/2019,M. ter Stegen
909,Super Cup,Spain,2018/2019,M. ter Stegen
910,Trofeo Joan Gamper,World,2018,M. ter Stegen
911,Supercopa de Catalunya,Spain,2018,M. ter Stegen
912,La Liga,Spain,2017/2018,M. ter Stegen
914,Copa del Rey,Spain,2017/2018,M. ter Stegen
915,Confederations Cup,World,2017 Russia,M. ter Stegen
916,Trofeo Joan Gamper,World,2017,M. ter Stegen
917,Super Cup,Spain,2016/2017,M. ter Stegen
918,Copa del Rey,Spain,2016/2017,M. ter Stegen
921,Trofeo Joan Gamper,World,2016,M. ter Stegen
922,Copa del Rey,Spain,2015/2016,M. ter Stegen
924,UEFA Super Cup,Europe,2015/2016,M. ter Stegen
925,La Liga,Spain,2015/2016,M. ter Stegen
926,FIFA Club World Cup,World,2015 Japan,M. ter Stegen
927,La Liga,Spain,2014/2015,M. ter Stegen
928,UEFA Champions League,Europe,2014/2015,M. ter Stegen
929,Copa del Rey,Spain,2014/2015,M. ter Stegen
930,Play-offs 1/2,Germany,2010/2011,M. ter Stegen
932,Trofeo Joan Gamper,World,2020,Piqué
935,Trofeo Joan Gamper,World,2019,Piqué
936,La Liga,Spain,2018/2019,Piqué
937,Super Cup,Spain,2018/2019,Piqué
939,Supercopa de Catalunya,Spain,2018,Piqué
940,Trofeo Joan Gamper,World,2018,Piqué
941,Copa del Rey,Spain,2017/2018,Piqué
943,La Liga,Spain,2017/2018,Piqué
944,Trofeo Joan Gamper,World,2017,Piqué
946,Super Cup,Spain,2016/2017,Piqué
947,Copa del Rey,Spain,2016/2017,Piqué
948,Trofeo Joan Gamper,World,2016,Piqué
951,Copa del Rey,Spain,2015/2016,Piqué
952,La Liga,Spain,2015/2016,Piqué
953,UEFA Super Cup,Europe,2015/2016,Piqué
954,FIFA Club World Cup,World,2015 Japan,Piqué
955,La Liga,Spain,2014/2015,Piqué
956,Copa del Rey,Spain,2014/2015,Piqué
957,UEFA Champions League,Europe,2014/2015,Piqué
959,Copa Catalunya,Spain,2013/2014,Piqué
960,Super Cup,Spain,2013/2014,Piqué
963,La Liga,Spain,2012/2013,Piqué
965,European Championship,Europe,2012 Poland/Ukraine,Piqué
966,Super Cup,Spain,2011/2012,Piqué
967,UEFA Super Cup,Europe,2011/2012,Piqué
968,Copa del Rey,Spain,2011/2012,Piqué
970,FIFA Club World Cup,World,2011 Japan,Piqué
971,Audi Cup,World,2011,Piqué
972,Super Cup,Spain,2010/2011,Piqué
973,La Liga,Spain,2010/2011,Piqué
974,UEFA Champions League,Europe,2010/2011,Piqué
976,World Cup,World,2010 South Africa,Piqué
977,La Liga,Spain,2009/2010,Piqué
978,UEFA Super Cup,Europe,2009/2010,Piqué
979,Super Cup,Spain,2009/2010,Piqué
980,FIFA Club World Cup,World,2009 UAE,Piqué
981,La Liga,Spain,2008/2009,Piqué
982,Copa del Rey,Spain,2008/2009,Piqué
983,UEFA Champions League,Europe,2008/2009,Piqué
984,Premier League,England,2007/2008,Piqué
985,UEFA Champions League,Europe,2007/2008,Piqué
986,Community Shield,England,2007/2008,Piqué
988,League Cup,England,2005/2006,Piqué
990,La Liga,Spain,2019/2020,Isco
991,Super Cup,Spain,2019/2020,Isco
993,FIFA Club World Cup,World,2018 UAE,Isco
994,Super Cup,Spain,2017/2018,Isco
995,UEFA Champions League,Europe,2017/2018,Isco
996,UEFA Super Cup,Europe,2017/2018,Isco
997,FIFA Club World Cup,World,2017 UAE,Isco
998,La Liga,Spain,2016/2017,Isco
999,UEFA Super Cup,Europe,2016/2017,Isco
1000,UEFA Champions League,Europe,2016/2017,Isco
1001,FIFA Club World Cup,World,2016 Japan,Isco
1002,UEFA Champions League,Europe,2015/2016,Isco
1006,UEFA Super Cup,Europe,2014/2015,Isco
1008,FIFA Club World Cup,World,2014 Morocco,Isco
1009,UEFA Champions League,Europe,2013/2014,Isco
1010,Copa del Rey,Spain,2013/2014,Isco
1011,UEFA U21 Championship,Europe,2013 Israel,Isco
1012,International Champions Cup,World,2013,Isco
1013,UEFA U19 Championship,Europe,2011 Romania,Isco
1015,La Liga,Spain,2019/2020,Asensio
1016,Super Cup,Spain,2019/2020,Asensio
1018,FIFA Club World Cup,World,2018 UAE,Asensio
1019,Super Cup,Spain,2017/2018,Asensio
1020,UEFA Champions League,Europe,2017/2018,Asensio
1021,UEFA Super Cup,Europe,2017/2018,Asensio
1022,FIFA Club World Cup,World,2017 UAE,Asensio
1024,La Liga,Spain,2016/2017,Asensio
1025,UEFA Champions League,Europe,2016/2017,Asensio
1026,UEFA Super Cup,Europe,2016/2017,Asensio
1027,FIFA Club World Cup,World,2016 Japan,Asensio
1028,UEFA U19 Championship,Europe,2015 Greece,Asensio
1030,Super Cup,Spain,2019/2020,Lucas Vázquez
1031,La Liga,Spain,2019/2020,Lucas Vázquez
1033,FIFA Club World Cup,World,2018 UAE,Lucas Vázquez
1034,Super Cup,Spain,2017/2018,Lucas Vázquez
1035,UEFA Champions League,Europe,2017/2018,Lucas Vázquez
1036,UEFA Super Cup,Europe,2017/2018,Lucas Vázquez
1037,FIFA Club World Cup,World,2017 UAE,Lucas Vázquez
1038,La Liga,Spain,2016/2017,Lucas Vázquez
1039,UEFA Champions League,Europe,2016/2017,Lucas Vázquez
1040,UEFA Super Cup,Europe,2016/2017,Lucas Vázquez
1041,FIFA Club World Cup,World,2016 Japan,Lucas Vázquez
1042,UEFA Champions League,Europe,2015/2016,Lucas Vázquez
1045,UEFA Super Cup,Europe,2014/2015,Lucas Vázquez
1046,UEFA Champions League,Europe,2013/2014,Lucas Vázquez
1047,Copa del Rey,Spain,2013/2014,Lucas Vázquez
1048,Segunda B,Spain,2011/2012,Lucas Vázquez
1049,Super Cup,Spain,2019/2020,K. Benzema
1050,La Liga,Spain,2019/2020,K. Benzema
1052,FIFA Club World Cup,World,2018 UAE,K. Benzema
1053,Super Cup,Spain,2017/2018,K. Benzema
1054,UEFA Champions League,Europe,2017/2018,K. Benzema
1055,UEFA Super Cup,Europe,2017/2018,K. Benzema
1056,FIFA Club World Cup,World,2017 UAE,K. Benzema
1057,La Liga,Spain,2016/2017,K. Benzema
1058,UEFA Champions League,Europe,2016/2017,K. Benzema
1059,UEFA Super Cup,Europe,2016/2017,K. Benzema
1060,FIFA Club World Cup,World,2016 Japan,K. Benzema
1061,UEFA Champions League,Europe,2015/2016,K. Benzema
1064,UEFA Super Cup,Europe,2014/2015,K. Benzema
1067,FIFA Club World Cup,World,2014 Morocco,K. Benzema
1068,Copa del Rey,Spain,2013/2014,K. Benzema
1069,UEFA Champions League,Europe,2013/2014,K. Benzema
1070,International Champions Cup,World,2013,K. Benzema
1071,Super Cup,Spain,2012/2013,K. Benzema
1075,La Liga,Spain,2011/2012,K. Benzema
1076,Copa del Rey,Spain,2010/2011,K. Benzema
1080,Coupe de France,France,2007/2008,K. Benzema
1081,Ligue 1,France,2007/2008,K. Benzema
1082,Trophée des Champions,France,2007/2008,K. Benzema
1083,Ligue 1,France,2006/2007,K. Benzema
1084,Trophée des Champions,France,2006/2007,K. Benzema
1086,Ligue 1,France,2005/2006,K. Benzema
1087,Trophée des Champions,France,2005/2006,K. Benzema
1088,Ligue 1,France,2004/2005,K. Benzema
1089,Trophée des Champions,France,2004/2005,K. Benzema
1090,La Liga,Spain,2019/2020,M. Díaz
1091,Super Cup,Spain,2019/2020,M. Díaz
1092,FIFA Club World Cup,World,2018 UAE,M. Díaz
1093,La Liga,Spain,2016/2017,M. Díaz
1094,UEFA Champions League,Europe,2016/2017,M. Díaz
1095,UEFA Super Cup,Europe,2016/2017,M. Díaz
1096,FIFA Club World Cup,World,2016 Japan,M. Díaz
1098,UEFA Champions League,Europe,2015/2016,M. Díaz
1099,La Liga,Spain,2019/2020,Vinícius Júnior
1100,Super Cup,Spain,2019/2020,Vinícius Júnior
1102,FIFA Club World Cup,World,2018 UAE,Vinícius Júnior
1103,Sudamericano U17,South-America,2017 Chile,Vinícius Júnior
1105,Carioca 1,Brazil,2017,Vinícius Júnior
1108,Trofeo Joan Gamper,World,2020,Neto
1110,Trofeo Joan Gamper,World,2019,Neto
1111,Copa del Rey,Spain,2018/2019,Neto
1112,Serie A,Italy,2016/2017,Neto
1113,Coppa Italia,Italy,2016/2017,Neto
1116,Serie A,Italy,2015/2016,Neto
1117,Coppa Italia,Italy,2015/2016,Neto
1118,Super Cup,Italy,2015/2016,Neto
1122,Paranaense 1,Brazil,2009,Neto
1123,La Liga,Spain,2019/2020,E. Hazard
1124,Super Cup,Spain,2019/2020,E. Hazard
1125,UEFA Europa League,Europe,2018/2019,E. Hazard
1128,FA Cup,England,2017/2018,E. Hazard
1130,Premier League,England,2016/2017,E. Hazard
1133,League Cup,England,2014/2015,E. Hazard
1134,Premier League,England,2014/2015,E. Hazard
1138,UEFA Europa League,Europe,2012/2013,E. Hazard
1142,Coupe de France,France,2010/2011,E. Hazard
1143,Ligue 1,France,2010/2011,E. Hazard
1144,La Liga,Spain,2019/2020,Rodrygo
1145,Super Cup,Spain,2019/2020,Rodrygo
1147,Super Cup,Holland,2019/2020,S. Dest
1148,Eredivisie U19,Holland,2018/2019,S. Dest
1149,Youth Cup U19,Holland,2018/2019,S. Dest
1150,Concacaf U20,Nc-America,2018 USA,S. Dest
1154,Trofeo Joan Gamper,World,2020,R. Araújo
1156,Trofeo Joan Gamper,World,2019,R. Araújo
1157,UEFA Youth League,Europe,2019/2020,Marvin
1158,Alkass International Cup,World,2017,Marvin
1160,UEFA Youth League,Europe,2019/2020,Sergio Arribas
1162,Trofeo Joan Gamper,World,2020,Arnau Tenas
1164,UEFA U19 Championship,Europe,2019 Armenia,Arnau Tenas
1165,UEFA Youth League,Europe,2019/2020,Antonio Blanco
1166,UEFA U19 Championship,Europe,2019 Armenia,Antonio Blanco
1169,UEFA U17 Championship,Europe,2017 Croatia,Antonio Blanco
1170,Copa del Rey Juvenil,Spain,2017,Antonio Blanco
1171,División de Honor Juvenil,Spain,2016/2017,Antonio Blanco
1172,UEFA Youth League,Europe,2019/2020,Óscar Subiela
1174,Trofeo Joan Gamper,World,2020,A. Griezmann
1176,Trofeo Joan Gamper,World,2019,A. Griezmann
1178,UEFA Super Cup,Europe,2018/2019,A. Griezmann
1179,World Cup,World,2018 Russia,A. Griezmann
1181,UEFA Europa League,Europe,2017/2018,A. Griezmann
1182,Audi Cup,World,2017,A. Griezmann
1185,Super Cup,Spain,2014/2015,A. Griezmann
1186,UEFA U19 Championship,Europe,2010 France,A. Griezmann
1187,Segunda División,Spain,2009/2010,A. Griezmann
1189,Trofeo Joan Gamper,World,2020,Jordi Alba
1191,Trofeo Joan Gamper,World,2019,Jordi Alba
1193,La Liga,Spain,2018/2019,Jordi Alba
1194,Super Cup,Spain,2018/2019,Jordi Alba
1196,Trofeo Joan Gamper,World,2018,Jordi Alba
1197,Supercopa de Catalunya,Spain,2018,Jordi Alba
1198,La Liga,Spain,2017/2018,Jordi Alba
1200,Copa del Rey,Spain,2017/2018,Jordi Alba
1201,Trofeo Joan Gamper,World,2017,Jordi Alba
1202,Super Cup,Spain,2016/2017,Jordi Alba
1203,Copa del Rey,Spain,2016/2017,Jordi Alba
1205,Trofeo Joan Gamper,World,2016,Jordi Alba
1207,UEFA Super Cup,Europe,2015/2016,Jordi Alba
1208,Copa del Rey,Spain,2015/2016,Jordi Alba
1210,La Liga,Spain,2015/2016,Jordi Alba
1211,FIFA Club World Cup,World,2015 Japan,Jordi Alba
1212,La Liga,Spain,2014/2015,Jordi Alba
1213,UEFA Champions League,Europe,2014/2015,Jordi Alba
1214,Copa del Rey,Spain,2014/2015,Jordi Alba
1216,Copa Catalunya,Spain,2013/2014,Jordi Alba
1217,Super Cup,Spain,2013/2014,Jordi Alba
1220,La Liga,Spain,2012/2013,Jordi Alba
1222,European Championship,Europe,2012 Poland/Ukraine,Jordi Alba
1224,Trofeo Joan Gamper,World,2020,C. Lenglet
1227,Trofeo Joan Gamper,World,2019,C. Lenglet
1228,La Liga,Spain,2018/2019,C. Lenglet
1230,Super Cup,Spain,2018/2019,C. Lenglet
1231,Trofeo Joan Gamper,World,2018,C. Lenglet
1234,Ligue 2,France,2015/2016,C. Lenglet
1236,Trofeo Joan Gamper,World,2020,Sergi Roberto
1238,Trofeo Joan Gamper,World,2019,Sergi Roberto
1240,La Liga,Spain,2018/2019,Sergi Roberto
1241,Super Cup,Spain,2018/2019,Sergi Roberto
1243,Trofeo Joan Gamper,World,2018,Sergi Roberto
1244,Supercopa de Catalunya,Spain,2018,Sergi Roberto
1245,La Liga,Spain,2017/2018,Sergi Roberto
1246,Copa del Rey,Spain,2017/2018,Sergi Roberto
1248,Trofeo Joan Gamper,World,2017,Sergi Roberto
1249,Super Cup,Spain,2016/2017,Sergi Roberto
1250,Copa del Rey,Spain,2016/2017,Sergi Roberto
1252,Trofeo Joan Gamper,World,2016,Sergi Roberto
1254,UEFA Super Cup,Europe,2015/2016,Sergi Roberto
1255,La Liga,Spain,2015/2016,Sergi Roberto
1256,Copa del Rey,Spain,2015/2016,Sergi Roberto
1258,FIFA Club World Cup,World,2015 Japan,Sergi Roberto
1259,UEFA Champions League,Europe,2014/2015,Sergi Roberto
1260,Copa del Rey,Spain,2014/2015,Sergi Roberto
1261,La Liga,Spain,2014/2015,Sergi Roberto
1262,Copa Catalunya,Spain,2013/2014,Sergi Roberto
1264,Super Cup,Spain,2013/2014,Sergi Roberto
1266,UEFA U21 Championship,Europe,2013 Israel,Sergi Roberto
1268,La Liga,Spain,2012/2013,Sergi Roberto
1270,Copa del Rey,Spain,2011/2012,Sergi Roberto
1271,Super Cup,Spain,2011/2012,Sergi Roberto
1272,UEFA Super Cup,Europe,2011/2012,Sergi Roberto
1273,UEFA U19 Championship,Europe,2011 Romania,Sergi Roberto
1274,FIFA Club World Cup,World,2011 Japan,Sergi Roberto
1275,Audi Cup,World,2011,Sergi Roberto
1276,UEFA Champions League,Europe,2010/2011,Sergi Roberto
1277,Super Cup,Spain,2010/2011,Sergi Roberto
1279,La Liga,Spain,2010/2011,Sergi Roberto
1281,Trofeo Joan Gamper,World,2020,S. Umtiti
1284,Trofeo Joan Gamper,World,2019,S. Umtiti
1285,La Liga,Spain,2018/2019,S. Umtiti
1287,Super Cup,Spain,2018/2019,S. Umtiti
1288,World Cup,World,2018 Russia,S. Umtiti
1289,Supercopa de Catalunya,Spain,2018,S. Umtiti
1290,Trofeo Joan Gamper,World,2018,S. Umtiti
1291,La Liga,Spain,2017/2018,S. Umtiti
1292,Copa del Rey,Spain,2017/2018,S. Umtiti
1294,Trofeo Joan Gamper,World,2017,S. Umtiti
1295,Copa del Rey,Spain,2016/2017,S. Umtiti
1296,Super Cup,Spain,2016/2017,S. Umtiti
1300,Trofeo Joan Gamper,World,2016,S. Umtiti
1305,U20 World Cup,World,2013 Turkey,S. Umtiti
1306,Trophée des Champions,France,2012/2013,S. Umtiti
1308,Coupe de France,France,2011/2012,S. Umtiti
1310,Trofeo Joan Gamper,World,2020,Sergio Busquets
1313,Trofeo Joan Gamper,World,2019,Sergio Busquets
1314,La Liga,Spain,2018/2019,Sergio Busquets
1315,Super Cup,Spain,2018/2019,Sergio Busquets
1317,Supercopa de Catalunya,Spain,2018,Sergio Busquets
1318,Trofeo Joan Gamper,World,2018,Sergio Busquets
1320,La Liga,Spain,2017/2018,Sergio Busquets
1321,Copa del Rey,Spain,2017/2018,Sergio Busquets
1322,Trofeo Joan Gamper,World,2017,Sergio Busquets
1324,Super Cup,Spain,2016/2017,Sergio Busquets
1325,Copa del Rey,Spain,2016/2017,Sergio Busquets
1327,Trofeo Joan Gamper,World,2016,Sergio Busquets
1328,Copa del Rey,Spain,2015/2016,Sergio Busquets
1329,UEFA Super Cup,Europe,2015/2016,Sergio Busquets
1330,La Liga,Spain,2015/2016,Sergio Busquets
1332,FIFA Club World Cup,World,2015 Japan,Sergio Busquets
1333,Copa del Rey,Spain,2014/2015,Sergio Busquets
1334,UEFA Champions League,Europe,2014/2015,Sergio Busquets
1335,La Liga,Spain,2014/2015,Sergio Busquets
1337,Super Cup,Spain,2013/2014,Sergio Busquets
1339,Copa Catalunya,Spain,2013/2014,Sergio Busquets
1341,La Liga,Spain,2012/2013,Sergio Busquets
1343,European Championship,Europe,2012 Poland/Ukraine,Sergio Busquets
1344,Super Cup,Spain,2011/2012,Sergio Busquets
1345,UEFA Super Cup,Europe,2011/2012,Sergio Busquets
1346,Copa del Rey,Spain,2011/2012,Sergio Busquets
1348,FIFA Club World Cup,World,2011 Japan,Sergio Busquets
1349,Audi Cup,World,2011,Sergio Busquets
1350,UEFA Champions League,Europe,2010/2011,Sergio Busquets
1351,La Liga,Spain,2010/2011,Sergio Busquets
1353,Super Cup,Spain,2010/2011,Sergio Busquets
1354,World Cup,World,2010 South Africa,Sergio Busquets
1355,La Liga,Spain,2009/2010,Sergio Busquets
1356,Super Cup,Spain,2009/2010,Sergio Busquets
1357,UEFA Super Cup,Europe,2009/2010,Sergio Busquets
1358,FIFA Club World Cup,World,2009 UAE,Sergio Busquets
1359,UEFA Champions League,Europe,2008/2009,Sergio Busquets
1360,La Liga,Spain,2008/2009,Sergio Busquets
1361,Copa del Rey,Spain,2008/2009,Sergio Busquets
1363,Trofeo Joan Gamper,World,2020,Álex Collado
1366,Trofeo Joan Gamper,World,2019,Álex Collado
1367,La Liga,Spain,2018/2019,Álex Collado
1369,Super Cup,Spain,2018/2019,Álex Collado
1370,Trofeo Joan Gamper,World,2018,Álex Collado
1371,UEFA Youth League,Europe,2017/2018,Álex Collado
1373,Trofeo Joan Gamper,World,2020,Philippe Coutinho
1374,UEFA Champions League,Europe,2019/2020,Philippe Coutinho
1375,Bundesliga,Germany,2019/2020,Philippe Coutinho
1376,DFB Pokal,Germany,2019/2020,Philippe Coutinho
1377,Copa America,South-America,2019 Brazil,Philippe Coutinho
1378,Trofeo Joan Gamper,World,2019,Philippe Coutinho
1380,La Liga,Spain,2018/2019,Philippe Coutinho
1382,Super Cup,Spain,2018/2019,Philippe Coutinho
1383,Trofeo Joan Gamper,World,2018,Philippe Coutinho
1384,Supercopa de Catalunya,Spain,2018,Philippe Coutinho
1385,La Liga,Spain,2017/2018,Philippe Coutinho
1386,Copa del Rey,Spain,2017/2018,Philippe Coutinho
1388,Premier League Asia Trophy,World,2017,Philippe Coutinho
1394,U20 World Cup,World,2011 Colombia,Philippe Coutinho
1395,Super Cup,Italy,2010/2011,Philippe Coutinho
1396,Coppa Italia,Italy,2010/2011,Philippe Coutinho
1399,FIFA Club World Cup,World,2010 UAE,Philippe Coutinho
1400,Serie B,Brazil,2009,Philippe Coutinho
1402,Trofeo Joan Gamper,World,2020,Riqui Puig
1405,Trofeo Joan Gamper,World,2019,Riqui Puig
1406,La Liga,Spain,2018/2019,Riqui Puig
1408,Super Cup,Spain,2018/2019,Riqui Puig
1409,Trofeo Joan Gamper,World,2018,Riqui Puig
1410,UEFA Youth League,Europe,2017/2018,Riqui Puig
1412,Trofeo Joan Gamper,World,2020,O. Dembélé
1415,Trofeo Joan Gamper,World,2019,O. Dembélé
1416,La Liga,Spain,2018/2019,O. Dembélé
1418,Super Cup,Spain,2018/2019,O. Dembélé
1419,World Cup,World,2018 Russia,O. Dembélé
1420,Supercopa de Catalunya,Spain,2018,O. Dembélé
1421,Trofeo Joan Gamper,World,2018,O. Dembélé
1422,La Liga,Spain,2017/2018,O. Dembélé
1423,Copa del Rey,Spain,2017/2018,O. Dembélé
1425,DFB Pokal,Germany,2016/2017,O. Dembélé
1428,Trofeo Joan Gamper,World,2020,L. Messi
1431,Trofeo Joan Gamper,World,2019,L. Messi
1432,Super Cup,Spain,2018/2019,L. Messi
1433,La Liga,Spain,2018/2019,L. Messi
1435,Trofeo Joan Gamper,World,2018,L. Messi
1436,Supercopa de Catalunya,Spain,2018,L. Messi
1437,Copa del Rey,Spain,2017/2018,L. Messi
1438,La Liga,Spain,2017/2018,L. Messi
1440,Trofeo Joan Gamper,World,2017,L. Messi
1441,Copa del Rey,Spain,2016/2017,L. Messi
1443,Super Cup,Spain,2016/2017,L. Messi
1446,Trofeo Joan Gamper,World,2016,L. Messi
1447,Copa del Rey,Spain,2015/2016,L. Messi
1449,La Liga,Spain,2015/2016,L. Messi
1450,UEFA Super Cup,Europe,2015/2016,L. Messi
1451,FIFA Club World Cup,World,2015 Japan,L. Messi
1453,UEFA Champions League,Europe,2014/2015,L. Messi
1454,La Liga,Spain,2014/2015,L. Messi
1455,Copa del Rey,Spain,2014/2015,L. Messi
1457,Copa Catalunya,Spain,2013/2014,L. Messi
1458,Super Cup,Spain,2013/2014,L. Messi
1461,La Liga,Spain,2012/2013,L. Messi
1463,Super Cup,Spain,2011/2012,L. Messi
1464,UEFA Super Cup,Europe,2011/2012,L. Messi
1465,Copa del Rey,Spain,2011/2012,L. Messi
1467,FIFA Club World Cup,World,2011 Japan,L. Messi
1468,Audi Cup,World,2011,L. Messi
1469,Super Cup,Spain,2010/2011,L. Messi
1470,UEFA Champions League,Europe,2010/2011,L. Messi
1471,La Liga,Spain,2010/2011,L. Messi
1473,Super Cup,Spain,2009/2010,L. Messi
1474,La Liga,Spain,2009/2010,L. Messi
1475,UEFA Super Cup,Europe,2009/2010,L. Messi
1476,FIFA Club World Cup,World,2009 UAE,L. Messi
1477,La Liga,Spain,2008/2009,L. Messi
1478,Copa del Rey,Spain,2008/2009,L. Messi
1479,UEFA Champions League,Europe,2008/2009,L. Messi
1480,Olympics,World,2008 Beijing,L. Messi
1483,Super Cup,Spain,2006/2007,L. Messi
1486,Super Cup,Spain,2005/2006,L. Messi
1487,UEFA Champions League,Europe,2005/2006,L. Messi
1488,La Liga,Spain,2005/2006,L. Messi
1489,La Liga,Spain,2004/2005,L. Messi
1491,Trofeo Joan Gamper,World,2020,F. de Jong
1493,Trofeo Joan Gamper,World,2019,F. de Jong
1495,Eredivisie,Holland,2018/2019,F. de Jong
1496,KNVB Beker,Holland,2018/2019,F. de Jong
1503,Trofeo Joan Gamper,World,2020,M. Pjanić
1504,Serie A,Italy,2019/2020,M. Pjanić
1507,Serie A,Italy,2018/2019,M. Pjanić
1508,Super Cup,Italy,2018/2019,M. Pjanić
1509,Coppa Italia,Italy,2017/2018,M. Pjanić
1511,Serie A,Italy,2017/2018,M. Pjanić
1512,Coppa Italia,Italy,2016/2017,M. Pjanić
1514,Serie A,Italy,2016/2017,M. Pjanić
1522,Ligue 2,France,2006/2007,M. Pjanić
1524,Trofeo Joan Gamper,World,2020,Junior Firpo
1526,UEFA U21 Championship,Europe,2019 Italy,Junior Firpo
1527,Trofeo Joan Gamper,World,2019,Junior Firpo
1529,Trofeo Joan Gamper,World,2020,M. Braithwaite
1531,DBU Pokalen,Denmark,2012/2013,M. Braithwaite
1532,1st Division,Denmark,2011/2012,M. Braithwaite
1534,Trofeo Joan Gamper,World,2020,Matheus Fernandes
1535,Florida Cup,World,2020,Matheus Fernandes
1536,Carioca 1,Brazil,2018,Matheus Fernandes
1539,Trofeo Joan Gamper,World,2020,Pedri
1541,Trofeo Joan Gamper,World,2020,Ilaix Kourouma
1543,Trofeo Joan Gamper,World,2020,Óscar Mingueza
1545,UEFA Youth League,Europe,2017/2018,Óscar Mingueza
1547,UEFA Europa League,Europe,2019/2020,J. Koundé
1549,UEFA Europa League,Europe,2019/2020,N. Gudelj
1550,Taça de Portugal,Portugal,2018/2019,N. Gudelj
1551,Taça da Liga,Portugal,2018/2019,N. Gudelj
1552,Super Cup,China-Pr,2018,N. Gudelj
1556,UEFA Europa League,Europe,2019/2020,Suso
1559,Super Cup,Italy,2016/2017,Suso
1561,UEFA U19 Championship,Europe,2012 Estonia,Suso
1563,UEFA Europa League,Europe,2019/2020,L. Ocampos
1567,Ligue 2,France,2012/2013,L. Ocampos
1568,Primera Nacional,Argentina,2011/2012,L. Ocampos
1570,UEFA Europa League,Europe,2019/2020,Javi Díaz
1572,UEFA Europa League,Europe,2019/2020,T. Vaclík
1575,Super League,Switzerland,2016/2017,T. Vaclík
1576,Schweizer Pokal,Switzerland,2016/2017,T. Vaclík
1577,Super League,Switzerland,2015/2016,T. Vaclík
1578,Super League,Switzerland,2014/2015,T. Vaclík
1580,Czech Liga,Czech-Republic,2013/2014,T. Vaclík
1581,Cup,Czech-Republic,2013/2014,T. Vaclík
1586,UEFA Europa League,Europe,2019/2020,Escudero
1592,Supercopa Euroamericana,World,2016,Escudero
1594,UEFA Europa League,Europe,2015/2016,Escudero
1596,Super Cup,Germany,2011/2012,Escudero
1597,DFB Pokal,Germany,2010/2011,Escudero
1600,UEFA Europa League,Europe,2019/2020,J. Gnagnon
1604,UEFA Europa League,Europe,2019/2020,Sergi Gómez
1608,Super Cup,Spain,2013/2014,Sergi Gómez
1609,Copa Catalunya,Spain,2013/2014,Sergi Gómez
1610,La Liga,Spain,2012/2013,Sergi Gómez
1613,Copa del Rey,Spain,2011/2012,Sergi Gómez
1614,Super Cup,Spain,2011/2012,Sergi Gómez
1615,UEFA Super Cup,Europe,2011/2012,Sergi Gómez
1616,UEFA U19 Championship,Europe,2011 Romania,Sergi Gómez
1617,FIFA Club World Cup,World,2011 Japan,Sergi Gómez
1618,Audi Cup,World,2011,Sergi Gómez
1619,UEFA Champions League,Europe,2010/2011,Sergi Gómez
1620,Super Cup,Spain,2010/2011,Sergi Gómez
1622,La Liga,Spain,2010/2011,Sergi Gómez
1624,UEFA Europa League,Europe,2019/2020,Navas
1627,League Cup,England,2015/2016,Navas
1630,Premier League,England,2013/2014,Navas
1631,League Cup,England,2013/2014,Navas
1634,European Championship,Europe,2012 Poland/Ukraine,Navas
1636,World Cup,World,2010 South Africa,Navas
1637,Copa del Rey,Spain,2009/2010,Navas
1638,Super Cup,Spain,2007/2008,Navas
1640,Copa del Rey,Spain,2006/2007,Navas
1641,UEFA Europa League,Europe,2006/2007,Navas
1642,UEFA Super Cup,Europe,2006/2007,Navas
1643,UEFA Europa League,Europe,2005/2006,Navas
1645,UEFA Europa League,Europe,2019/2020,Y. Bounou
1646,Supercopa de Catalunya,Spain,2019,Y. Bounou
1649,Super Cup,Spain,2014/2015,Y. Bounou
1650,La Liga,Spain,2013/2014,Y. Bounou
1655,UEFA Europa League,Europe,2019/2020,Diego Carlos
1658,Eredivisie,Holland,2014/2015,K. Rekik
1661,UEFA U17 Championship,Europe,2011 Serbia,K. Rekik
1663,Trofeo Joan Gamper,World,2020,Trincão
1664,Taça da Liga,Portugal,2019/2020,Trincão
1665,UEFA U19 Championship,Europe,2018 Finland,Trincão
1667,UEFA Europa League,Europe,2019/2020,Joan Jordán
1669,Trofeo Joan Gamper,World,2020,Ansu Fati
